name,country,networks,relationship,source_type,source_urls,program_families,application_management,status,student_visible_label
Arts University Bournemouth,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Aston University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
BPP University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Bangor University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
"Birkbeck, University of London",United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Birmingham City University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Bloomsbury Institute,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Bournemouth University,United Kingdom,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
Brunel University London,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Buckinghamshire New University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Canterbury Christ Church University,United Kingdom,AHZ|GUS_INUNI|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|https://www.globaluniversitysystems.com/network/partners|file-library:Masterlist Universities.docx,Education|Health|Business|Sciences,true,ACTIVE,SOUP Application Network
Cardiff Metropolitan University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Coventry University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Cranfield University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
De Montfort University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Edge Hill University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Edinburgh Napier University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Falmouth University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Glasgow Caledonian University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Harper Adams University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Hartpury University,United Kingdom,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,Agriculture|Animal|Equine|Sport|Business|Veterinary Nursing,true,ACTIVE,SOUP Application Network
Heriot-Watt University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Hult International Business School,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Keele University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Kingston University,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Kingston University London,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Lancaster University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Leeds Trinity University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Liverpool John Moores University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
London College of Contemporary Arts,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
London Metropolitan University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
London School of Business and Finance,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
London South Bank University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Loughborough University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Manchester Metropolitan University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Middlesex University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Middlesex University London,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Newcastle College (HE),United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Newcastle University,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Northeastern University,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Northeastern University London,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Northumbria University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Norwich University of the Arts,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Nottingham Trent University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Oxford International Education Group,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Queen Mary University of London,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Queen’s University Belfast,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Ravensbourne University London,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Regent College London,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Regent's University London,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Richmond American University London,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Robert Gordon University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Sheffield Hallam University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Solent University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
"Solent University, Southampton",United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
"St George’s, University of London",United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
"St Mary’s University, Twickenham",United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Staffordshire University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Swansea University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Teesside University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
The University of Buckingham,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
The University of Law,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
UWE Bristol,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Ulster University,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University Academy 92,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University College Birmingham,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University for the Creative Arts,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Aberdeen,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Bedfordshire,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Birmingham,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Bolton,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Bradford,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Brighton,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Bristol,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Buckingham,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Central Lancashire,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Chester,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Derby,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Dundee,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of East Anglia,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of East London,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Edinburgh,United Kingdom,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
University of Essex,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Gloucestershire,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Greenwich,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE|APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx|https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
University of Hertfordshire,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Huddersfield,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Hull,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Kent,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Leicester,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Lincoln,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Liverpool,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
University of Northampton,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Plymouth,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Portsmouth,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Reading,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Roehampton,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Salford,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of South Wales,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Southampton,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
University of Stirling,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Strathclyde,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Suffolk,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Sunderland,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Sunderland London,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
University of Surrey,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Sussex,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Wales Trinity Saint David,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
University of Westminster,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Winchester,United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
University of Wolverhampton,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
